0.000   114.999   0.774
0.001   115.107   0.775
0.002   115.702   0.771
0.003   115.822   0.753
0.004   115.983   0.728
0.005   117.097   0.722
0.006   117.343   0.706
0.007   117.548   0.723
0.008   117.750   0.713
0.009   118.365   0.686
0.010   118.455   0.692
0.011   118.520   0.681
0.012   118.551   0.636
0.013   118.554   0.640
0.014   118.002   0.617
0.015   118.534   0.585
0.016   117.883   0.584
0.017   117.860   0.550
0.018   117.716   0.544
0.019   117.620   0.535
0.020   116.938   0.513
0.021   116.770   0.518
0.022   116.706   0.536
0.023   116.598   0.562
0.024   116.498   0.550
0.025   115.856   0.540
0.026   116.247   0.567
0.027   115.577   0.570
0.028   114.976   0.576
0.029   113.887   0.585
0.030   113.821   0.636
0.031   113.831   0.669
0.032   113.754   0.696
0.033   113.729   0.720
0.034   113.648   0.759
0.035   113.566   0.764
0.036   113.530   0.788
0.037   113.440   0.803
0.038   113.319   0.811
0.039   113.292   0.813
0.040   113.307   0.831
0.041   113.216   0.838
0.042   113.187   0.871
0.043   113.118   0.860
0.044   113.109   0.873
0.045   113.113   0.882
0.046   113.135   0.893
0.047   113.137   0.891
0.048   113.152   0.896
0.049   113.252   0.899
0.050   113.218   0.899
0.051   113.258   0.898
0.052   113.312   0.904
0.053   113.377   0.903
0.054   113.501   0.899
0.055   113.572   0.909
0.056   113.681   0.900
0.057   113.772   0.900
0.058   114.033   0.911
0.059   114.073   0.905
0.060   114.159   0.911
0.061   114.264   0.907
0.062   114.333   0.911
0.063   114.486   0.917
0.064   114.503   0.914
0.065   114.595   0.912
0.066   114.666   0.911
0.067   114.891   0.922
0.068   114.941   0.927
0.069   114.979   0.930
0.070   115.035   0.932
0.071   114.986   0.930
0.072   115.042   0.932
0.073   114.992   0.929
0.074   114.960   0.936
0.075   114.911   0.926
0.076   114.872   0.926
0.077   114.704   0.916
0.078   114.655   0.915
0.079   114.590   0.920
0.080   114.464   0.928
0.081   114.395   0.922
0.082   114.336   0.922
0.083   114.237   0.934
0.084   114.172   0.938
0.085   114.130   0.934
0.086   114.048   0.927
0.087   113.935   0.921
0.088   113.876   0.915
0.089   113.848   0.920
0.090   113.755   0.918
0.091   113.738   0.912
0.092   113.697   0.910
0.093   113.717   0.910
0.094   113.707   0.899
0.095   113.736   0.904
0.096   113.809   0.901
0.097   113.986   0.909
0.098   114.148   0.920
0.099   114.180   0.917
0.100   114.321   0.916
0.101   114.426   0.916
0.102   114.585   0.918
0.103   114.688   0.906
0.104   114.998   0.914
0.105   115.145   0.914
0.106   115.268   0.911
0.107   115.462   0.916
0.108   115.648   0.908
0.109   115.818   0.919
0.110   115.902   0.923
0.111   116.029   0.931
0.112   116.097   0.937
0.113   116.204   0.938
0.114   116.229   0.938
0.115   116.231   0.942
0.116   116.274   0.945
0.117   116.258   0.942
0.118   116.246   0.940
0.119   116.154   0.942
0.120   116.127   0.946
0.121   116.097   0.940
0.122   116.017   0.941
0.123   115.926   0.945
0.124   115.884   0.938
0.125   115.773   0.935
0.126   115.669   0.919
0.127   115.445   0.926
0.128   115.319   0.934
0.129   115.218   0.935
0.130   115.107   0.931
0.131   115.013   0.930
0.132   114.729   0.916
0.133   114.651   0.922
0.134   114.485   0.917
0.135   114.274   0.926
0.136   114.146   0.925
0.137   113.999   0.922
0.138   113.725   0.931
0.139   113.576   0.930
0.140   113.402   0.923
0.141   113.204   0.915
0.142   112.964   0.910
0.143   112.755   0.917
0.144   112.511   0.919
0.145   112.346   0.919
0.146   112.030   0.913
0.147   111.865   0.919
0.148   111.687   0.907
0.149   111.494   0.882
0.150   111.113   0.866
0.151   110.940   0.852
0.152   110.578   0.842
0.153   110.324   0.879
0.154   110.215   0.884
0.155   110.009   0.903
0.156   109.898   0.899
0.157   109.566   0.893
0.158   109.467   0.880
0.159   109.330   0.888
0.160   109.221   0.881
0.161   109.121   0.885
0.162   109.099   0.891
0.163   109.060   0.884
0.164   108.870   0.897
0.165   108.829   0.897
0.166   108.725   0.910
0.167   108.718   0.902
0.168   108.712   0.919
0.169   108.657   0.911
0.170   108.605   0.917
0.171   108.634   0.914
0.172   108.642   0.917
0.173   108.616   0.924
0.174   108.616   0.925
0.175   108.563   0.933
0.176   108.578   0.929
0.177   108.557   0.933
0.178   108.534   0.920
0.179   108.521   0.919
0.180   108.481   0.912
0.181   108.454   0.909
0.182   108.422   0.895
0.183   108.271   0.893
0.184   108.193   0.896
0.185   108.122   0.901
0.186   107.996   0.897
0.187   107.846   0.884
0.188   107.722   0.876
0.189   107.549   0.873
0.190   107.364   0.844
0.191   107.050   0.833
0.192   106.857   0.840
0.193   106.666   0.821
0.194   106.287   0.805
0.195   106.112   0.794
0.196   105.703   0.772
0.197   105.466   0.760
0.198   105.009   0.734
0.199   104.708   0.709
0.200   104.409   0.648
0.201   103.780   0.621
0.202   103.092   0.613
0.203   102.543   0.572
0.204   101.414   0.574
0.205   100.691   0.543
0.206   100.259   0.562
0.207   99.831   0.496
0.208   99.119   0.434
0.209   97.951   0.360
0.210   96.031   0.414
0.211   94.345   0.413
0.212   93.985   0.476
0.213   92.930   0.548
0.214   92.336   0.633
0.215   92.061   0.749
0.216   91.850   0.783
0.217   91.679   0.800
0.218   91.493   0.785
0.219   90.858   0.795
0.220   90.414   0.792
0.221   90.201   0.824
0.222   90.024   0.853
0.223   89.843   0.864
0.224   89.552   0.873
0.225   89.394   0.885
0.226   89.271   0.875
0.227   89.164   0.859
0.228   88.905   0.864
0.229   88.825   0.855
0.230   88.783   0.870
0.231   88.737   0.860
0.232   88.680   0.881
0.233   88.615   0.877
0.234   88.626   0.884
0.235   88.649   0.895
0.236   88.615   0.890
0.237   88.619   0.874
0.238   88.619   0.869
0.239   88.580   0.875
0.240   88.682   0.869
0.241   88.803   0.860
0.242   88.845   0.867
0.243   88.913   0.861
0.244   88.979   0.833
0.245   89.226   0.847
0.246   89.325   0.806
0.247   89.495   0.781
0.248   89.587   0.790
0.249   89.686   0.759
0.250   89.748   0.703
0.251   90.049   0.668
0.252   90.134   0.641
0.253   90.155   0.597
0.254   90.188   0.555
0.255   90.469   0.507
0.256   90.466   0.487
0.257   90.515   0.448
0.258   90.589   0.393
0.259   90.490   0.285
0.260   90.347   0.198
0.261   67.044   0.241
0.262   67.112   0.230
0.263   67.157   0.220
0.264   67.199   0.196
0.265   67.353   0.177
0.266   67.341   0.143
0.267   67.154   0.150
0.268   67.143   0.141
0.269   67.392   0.132
0.270   67.120   0.154
0.271   67.124   0.141
0.272   67.059   0.117
0.273   66.991   0.116
0.274   67.011   0.098
0.275   67.015   0.069
0.276   66.993   0.066
0.277   72.938   0.063
0.278   72.995   0.060
0.279   73.048   0.060
0.280   73.124   0.060
0.281   73.186   0.066
0.282   49.406   0.087
0.283   49.372   0.104
0.284   49.354   0.110
0.285   49.200   0.135
0.286   49.205   0.159
0.287   49.374   0.223
0.288   49.415   0.266
0.289   49.446   0.310
0.290   49.270   0.332
0.291   49.250   0.287
0.292   49.213   0.306
0.293   49.175   0.204
0.294   49.000   0.146
0.295   49.183   0.079
0.296   99.159   0.081
0.297   99.087   0.080
0.298   99.124   0.092
0.299   99.117   0.093
0.300   138.958   0.080
0.301   138.771   0.102
0.302   138.578   0.122
0.303   136.493   0.132
0.304   136.297   0.173
0.305   136.791   0.212
0.306   136.230   0.231
0.307   136.257   0.294
0.308   136.899   0.351
0.309   136.853   0.382
0.310   136.830   0.369
0.311   136.356   0.423
0.312   136.340   0.454
0.313   136.368   0.475
0.314   136.357   0.555
0.315   136.731   0.627
0.316   136.440   0.662
0.317   136.714   0.703
0.318   136.690   0.748
0.319   136.646   0.766
0.320   136.589   0.755
0.321   136.526   0.766
0.322   136.469   0.772
0.323   136.420   0.733
0.324   136.377   0.753
0.325   136.350   0.752
0.326   136.426   0.748
0.327   136.457   0.750
0.328   136.527   0.777
0.329   136.545   0.781
0.330   136.632   0.782
0.331   136.718   0.805
