0.000   39.794   0.268
0.001   40.251   0.212
0.002   40.243   0.205
0.003   40.257   0.207
0.004   39.824   0.153
0.005   39.563   0.136
0.006   40.306   0.111
0.007   34.081   0.120
0.008   32.454   0.096
0.009   32.229   0.090
0.010   32.154   0.106
0.011   32.114   0.123
0.012   40.641   0.124
0.013   45.876   0.120
0.014   45.839   0.114
0.015   45.824   0.116
0.016   45.827   0.124
0.017   45.832   0.112
0.018   45.811   0.109
0.019   45.807   0.126
0.020   45.809   0.139
0.021   45.838   0.147
0.022   45.853   0.149
0.023   45.863   0.174
0.024   45.864   0.177
0.025   45.833   0.181
0.026   45.862   0.188
0.027   45.902   0.157
0.028   45.922   0.149
0.029   45.965   0.135
0.030   45.988   0.128
0.031   60.603   0.129
0.032   60.663   0.144
0.033   61.074   0.156
0.034   61.086   0.171
0.035   61.968   0.166
0.036   62.024   0.165
0.037   62.042   0.157
0.038   62.079   0.170
0.039   62.071   0.170
0.040   61.822   0.168
0.041   62.108   0.187
0.042   62.137   0.191
0.043   62.198   0.213
0.044   62.245   0.188
0.045   62.602   0.168
0.046   62.324   0.166
0.047   62.636   0.197
0.048   62.663   0.218
0.049   62.343   0.206
0.050   62.286   0.188
0.051   62.262   0.175
0.052   62.203   0.153
0.053   62.238   0.142
0.054   62.251   0.136
0.055   62.293   0.112
0.056   49.251   0.109
0.057   49.265   0.136
0.058   49.268   0.181
0.059   50.060   0.223
0.060   50.111   0.272
0.061   50.205   0.318
0.062   51.043   0.383
0.063   51.079   0.415
0.064   51.105   0.425
0.065   51.096   0.410
0.066   50.852   0.365
0.067   50.841   0.298
0.068   50.870   0.268
0.069   50.957   0.229
0.070   50.991   0.219
0.071   51.020   0.222
0.072   51.068   0.207
0.073   51.128   0.197
0.074   51.174   0.210
0.075   51.326   0.231
0.076   51.326   0.231
0.077   51.171   0.215
0.078   51.300   0.178
0.079   51.312   0.150
0.080   51.255   0.136
0.081   51.276   0.107
0.082   74.032   0.093
0.083   42.647   0.093
0.084   42.654   0.088
0.085   125.553   0.083
0.086   125.465   0.089
0.087   124.773   0.099
0.088   125.188   0.109
0.089   124.611   0.128
0.090   123.990   0.126
0.091   123.847   0.133
0.092   123.766   0.150
0.093   123.697   0.154
0.094   123.497   0.162
0.095   123.368   0.149
0.096   123.286   0.128
0.097   123.394   0.116
0.098   123.416   0.114
0.099   123.499   0.110
0.100   123.472   0.110
0.101   123.491   0.120
0.102   123.436   0.124
0.103   123.373   0.127
0.104   123.327   0.138
0.105   123.315   0.134
0.106   123.324   0.140
0.107   123.409   0.146
0.108   123.400   0.139
